msme_id,business_name,sector,employees,years_in_business,ntc_flag,gst_filing_delay_days,gst_compliance_pct,upi_txn_consistency,upi_monthly_volume,inflow_outflow_ratio,bank_balance_avg,bounce_count_6m,epfo_regularity_pct,loan_emi_outflow_ratio,pillar_gst_score,pillar_upi_score,pillar_banking_score,pillar_epfo_score,pillar_stability_score,financial_health_score,risk_band,archetype
MSME00271,Ramanathan Inc,Food & Beverage,13,6.2,0,16.7,45.2,0.48,173316.0,0.67,14318.0,1,49.8,0.446,55.1,51.0,13.2,49.8,35.2,39.8,High-Risk,high_risk
MSME00272,Rastogi Group,Food & Beverage,10,6.3,0,34.3,63.2,0.425,112170.0,0.85,32760.0,4,81.1,0.694,53.3,41.0,7.9,81.1,28.1,36.7,High-Risk,high_risk
MSME00273,Purohit LLC,Textiles,11,12.8,0,22.3,66.1,0.461,54524.0,0.68,15916.0,2,63.9,0.447,63.6,37.7,8.9,63.9,55.0,45.7,Moderate,high_risk
MSME00274,Dhaliwal-Bajwa,IT/Services,2,5.0,0,16.2,23.7,0.414,150436.0,0.54,6577.0,6,52.3,0.532,42.6,44.0,0.0,52.3,29.0,34.1,High-Risk,high_risk
MSME00275,"Badal, Krish and Panchal",Auto Services,19,10.4,0,6.4,76.7,0.592,36481.0,0.9,103693.0,2,74.5,0.34,81.4,45.1,42.6,74.5,51.0,56.9,Moderate,moderate
MSME00276,Mall-Ramesh,IT/Services,1,2.9,1,8.3,69.8,0.642,145273.0,1.21,108798.0,2,87.8,0.379,75.9,59.4,50.5,87.8,27.3,62.4,Moderate,moderate
MSME00277,Sundaram-Bobal,Agri-processing,5,11.8,0,26.7,51.3,0.452,111281.0,0.92,13220.0,7,51.1,0.639,51.6,42.7,0.0,51.1,46.2,37.1,High-Risk,high_risk
MSME00278,Tiwari Inc,IT/Services,2,1.1,1,11.9,81.2,0.777,435493.0,1.31,49399.0,2,68.3,0.331,80.2,84.4,32.7,68.3,23.4,66.4,Moderate,moderate
MSME00279,Gokhale-Toor,IT/Services,4,6.9,0,8.2,85.0,0.711,292890.0,1.22,76960.0,3,74.5,0.292,85.0,79.0,35.0,74.5,41.9,68.3,Moderate,moderate
MSME00280,Karpe-Chand,Construction Materials,3,12.9,0,19.3,38.6,0.569,74756.0,0.85,37291.0,3,30.3,0.524,49.2,47.3,14.5,30.3,53.0,39.4,High-Risk,high_risk
MSME00281,Goel-Shetty,IT/Services,1,4.2,0,23.5,45.1,0.346,161107.0,1.0,30036.0,3,22.4,0.483,50.1,40.4,15.1,22.4,28.1,30.9,High-Risk,high_risk
MSME00282,"Venkatesh, Samra and Sawhney",Manufacturing,7,5.1,0,2.9,92.4,0.87,434600.0,1.06,130187.0,0,90.9,0.183,93.3,90.9,64.6,90.9,39.8,82.9,Healthy,healthy
MSME00283,"Chaudry, Uppal and Zacharia",IT/Services,9,8.4,0,3.3,100.0,0.998,489276.0,1.37,263780.0,0,95.6,0.176,97.6,99.8,87.4,95.6,49.9,89.6,Healthy,healthy
MSME00284,Kohli-Shenoy,Textiles,4,6.7,0,0.0,98.5,0.817,384577.0,1.21,175822.0,0,91.4,0.211,99.1,87.2,82.8,91.4,43.8,85.2,Healthy,healthy
MSME00285,Kadakia LLC,Food & Beverage,3,10.0,1,2.2,80.8,0.769,200214.0,1.09,61686.0,0,85.8,0.377,86.9,73.9,42.4,85.8,48.7,69.1,Moderate,moderate
MSME00286,Chadha-Kumar,Manufacturing,1,3.6,0,1.2,99.2,0.911,629780.0,1.37,109400.0,1,89.1,0.201,98.7,93.8,58.9,89.1,34.8,79.6,Healthy,healthy
MSME00287,"Koshy, Khosla and Raval",Retail Trade,1,10.2,1,12.4,83.0,0.706,40465.0,0.93,43735.0,0,78.5,0.18,80.9,53.5,33.1,78.5,55.2,59.9,Moderate,moderate
MSME00288,"Dhar, Ben and Sarma",Auto Services,12,8.9,1,14.5,72.0,0.555,318187.0,1.24,10148.0,0,76.7,0.284,72.8,68.9,28.1,76.7,48.2,58.2,Moderate,moderate
MSME00289,Prabhu-Bhatti,Textiles,8,7.8,0,0.0,96.3,0.976,311504.0,1.1,129577.0,0,96.2,0.135,97.8,98.3,65.2,96.2,49.4,83.6,Healthy,healthy
MSME00290,Mitter-Madan,Food & Beverage,28,2.2,1,10.1,77.1,0.8,439352.0,0.84,106893.0,2,75.9,0.234,79.0,86.0,42.5,75.9,29.6,65.7,Moderate,moderate
MSME00291,"Badal, Agarwal and Roy",Construction Materials,8,9.3,1,2.7,100.0,0.958,710898.0,1.05,159168.0,0,100.0,0.197,98.0,97.0,74.0,100.0,52.0,89.6,Healthy,healthy
MSME00292,"Som, Wali and Taneja",IT/Services,11,12.2,0,5.6,97.5,0.837,411458.0,1.3,304094.0,0,96.7,0.167,94.5,88.6,85.9,96.7,61.6,85.5,Healthy,healthy
MSME00293,Pandey-Nagar,Textiles,7,3.8,0,17.6,54.7,0.273,84099.0,0.72,25257.0,5,57.5,0.857,60.2,27.5,0.0,57.5,15.7,33.4,High-Risk,high_risk
MSME00294,"Dhaliwal, Sarin and Sem",Agri-processing,19,5.5,0,2.5,97.3,0.971,327209.0,1.41,147126.0,0,95.4,0.228,96.5,98.0,77.3,95.4,39.6,87.3,Healthy,healthy
MSME00295,Atwal-Pau,Agri-processing,1,13.2,0,2.0,94.9,0.756,557665.0,1.41,110333.0,0,96.3,0.208,95.5,82.9,64.9,96.3,63.4,76.7,Healthy,healthy
MSME00296,Nagi PLC,Agri-processing,3,11.2,0,13.5,74.9,0.768,64757.0,0.97,111780.0,1,91.1,0.365,75.2,60.2,51.6,91.1,52.7,68.0,Moderate,moderate
MSME00297,Bhardwaj-Kanda,Textiles,2,0.7,1,25.8,44.0,0.456,5000.0,0.99,20641.0,4,48.5,0.509,47.8,32.4,6.7,48.5,16.8,30.4,High-Risk,high_risk
MSME00298,"Kari, Vyas and Magar",Textiles,14,14.0,0,2.4,92.4,0.965,481545.0,1.28,179449.0,0,87.6,0.145,93.7,97.6,85.4,87.6,67.6,83.6,Healthy,healthy
MSME00299,Goyal-Jayaraman,Construction Materials,9,14.5,1,6.1,77.7,0.849,360394.0,1.32,119130.0,2,75.8,0.172,82.2,89.5,56.0,75.8,68.3,78.9,Healthy,moderate
MSME00300,Chadha-Tank,IT/Services,9,7.1,0,1.7,94.5,0.937,5000.0,1.42,125250.0,2,94.7,0.238,95.5,66.1,60.2,94.7,44.2,72.4,Healthy,healthy
MSME00301,Devan PLC,Retail Trade,12,10.5,1,1.3,95.0,0.91,318258.0,1.03,262181.0,0,96.3,0.206,96.1,93.7,80.7,96.3,55.3,83.8,Healthy,healthy
MSME00302,Raman-Oak,IT/Services,8,0.7,1,8.6,86.7,0.691,174575.0,1.03,125602.0,3,70.8,0.363,85.8,65.8,47.5,70.8,21.2,64.5,Moderate,moderate
MSME00303,Karnik and Sons,Auto Services,2,12.9,0,10.9,76.9,0.617,76278.0,1.09,48484.0,1,87.7,0.373,78.3,50.8,32.9,87.7,57.5,59.7,Moderate,moderate
MSME00304,Chopra Group,IT/Services,19,6.5,0,6.2,79.0,0.728,233441.0,0.88,94095.0,2,75.5,0.255,82.9,74.3,39.0,75.5,41.8,62.0,Moderate,moderate
MSME00305,Hayre Group,Manufacturing,1,2.7,1,7.0,68.4,0.651,330532.0,0.9,41091.0,1,90.1,0.309,76.0,75.6,26.8,90.1,28.8,61.2,Moderate,moderate
MSME00306,Randhawa-Garde,IT/Services,3,14.0,1,14.2,48.0,0.111,123899.0,0.82,1000.0,2,36.4,0.337,58.6,20.2,6.8,36.4,61.9,31.0,High-Risk,high_risk
MSME00307,Shanker-Bhatti,Textiles,3,11.6,0,3.7,72.9,0.68,329298.0,0.9,115697.0,3,77.4,0.34,81.1,77.6,41.6,77.4,54.6,68.0,Moderate,moderate
MSME00308,Mangat-Kapoor,Textiles,5,1.1,1,5.4,92.7,0.959,659923.0,1.16,163349.0,0,86.1,0.167,91.7,97.1,77.6,86.1,28.3,82.3,Healthy,healthy
MSME00309,Bhardwaj Group,IT/Services,18,9.1,0,27.2,48.4,0.534,47037.0,0.9,15589.0,4,34.8,0.375,49.5,42.1,3.2,34.8,46.1,27.5,High-Risk,high_risk
MSME00310,Anne LLC,IT/Services,7,9.8,1,4.8,92.4,0.815,429480.0,1.16,188697.0,0,85.2,0.26,92.0,87.1,83.1,85.2,51.6,85.6,Healthy,healthy
MSME00311,Sur-Sur,IT/Services,9,10.2,0,5.5,85.9,0.695,38525.0,0.99,105301.0,3,66.6,0.139,87.6,52.5,39.9,66.6,56.4,63.3,Moderate,moderate
MSME00312,"Wable, Pandya and Bali",Retail Trade,10,3.2,0,0.6,99.7,0.937,111808.0,1.15,133124.0,0,90.6,0.149,99.3,76.8,67.4,90.6,35.1,81.3,Healthy,healthy
MSME00313,Palan PLC,Retail Trade,6,1.6,1,1.5,97.0,0.848,614581.0,1.31,226392.0,0,94.7,0.164,97.1,89.3,86.3,94.7,29.9,87.7,Healthy,healthy
MSME00314,Prasad and Sons,Auto Services,1,12.6,1,35.6,28.9,0.615,117447.0,1.1,3822.0,4,47.0,0.376,31.7,54.8,3.2,47.0,56.5,35.4,High-Risk,high_risk
MSME00315,"Lad, Patel and Mohan",Food & Beverage,13,4.5,0,21.1,61.9,0.226,146710.0,0.8,17674.0,5,50.1,0.54,61.9,30.5,0.0,50.1,27.3,32.4,High-Risk,high_risk
MSME00316,Ahuja Inc,Construction Materials,6,1.6,1,3.6,78.1,0.872,312075.0,1.25,81734.0,2,92.5,0.301,84.3,91.0,42.2,92.5,25.8,66.3,Moderate,moderate
MSME00317,Dutt Inc,Retail Trade,12,7.5,0,6.7,77.6,0.632,114799.0,1.1,99710.0,2,70.3,0.242,81.8,55.7,45.3,70.3,45.2,67.1,Moderate,moderate
MSME00318,Kumar-Amble,Manufacturing,5,6.5,0,1.7,98.3,0.905,242337.0,1.28,155137.0,0,98.2,0.185,97.8,87.6,77.3,98.2,44.0,83.2,Healthy,healthy
MSME00319,"Mangal, Randhawa and Sachar",Agri-processing,1,7.4,1,2.6,96.6,0.978,839628.0,1.35,250728.0,0,91.7,0.185,96.1,98.5,87.0,91.7,46.7,93.2,Healthy,healthy
MSME00320,"Yohannan, Gopal and Raghavan",Agri-processing,17,6.9,0,1.3,96.7,0.947,366068.0,0.83,261551.0,0,100.0,0.208,97.1,96.3,76.5,100.0,44.5,92.2,Healthy,healthy
MSME00321,"Bhatt, Kapoor and Oak",Construction Materials,2,9.4,0,10.5,74.7,0.759,195776.0,0.99,101860.0,2,75.8,0.345,77.3,72.7,43.7,75.8,47.8,57.8,Moderate,moderate
MSME00322,"Wagle, Sibal and Dhar",Auto Services,2,6.4,0,6.1,82.4,0.733,287090.0,1.05,1000.0,2,64.4,0.322,85.0,80.0,11.4,64.4,39.6,58.3,Moderate,moderate
MSME00323,"Panchal, Choudhury and Barman",Retail Trade,16,7.2,1,12.1,86.1,0.7,264250.0,0.71,57012.0,5,78.1,0.36,82.9,75.5,8.1,78.1,40.8,58.8,Moderate,moderate
MSME00324,Dugal-Chanda,Auto Services,6,4.9,0,1.7,95.9,0.865,438753.0,0.95,212930.0,0,97.9,0.195,96.3,90.5,78.9,97.9,38.9,82.7,Healthy,healthy
MSME00325,Butala PLC,Agri-processing,22,0.8,1,34.9,60.3,0.812,7319.0,0.77,6684.0,10,42.7,0.699,51.0,57.5,0.0,42.7,11.4,38.2,High-Risk,high_risk
MSME00326,Kala-Sehgal,Auto Services,3,6.1,0,3.5,71.4,0.728,250007.0,1.04,58522.0,2,79.6,0.433,80.3,76.0,30.4,79.6,35.3,60.2,Moderate,moderate
MSME00327,"Chawla, Setty and Bir",Food & Beverage,7,8.1,0,9.3,81.7,0.743,211048.0,0.96,72355.0,3,77.2,0.313,82.3,73.1,28.4,77.2,44.9,63.6,Moderate,moderate
MSME00328,"Varghese, Barad and Dass",IT/Services,14,13.4,1,12.9,73.9,0.568,243178.0,0.98,64423.0,1,69.2,0.478,75.1,64.1,36.1,69.2,55.9,55.1,Moderate,moderate
MSME00329,Bhardwaj-Char,Auto Services,34,12.3,0,4.3,82.3,0.733,140872.0,0.89,76895.0,0,75.2,0.227,86.3,65.4,43.4,75.2,60.1,64.7,Moderate,moderate
MSME00330,Wadhwa Group,Retail Trade,13,4.4,0,5.7,95.2,0.89,516486.0,1.25,144374.0,0,96.0,0.148,93.0,92.3,73.1,96.0,38.8,83.8,Healthy,healthy
MSME00331,"Mittal, Pandey and Babu",Agri-processing,5,10.0,0,3.2,93.5,0.908,431447.0,1.1,182171.0,0,86.4,0.189,93.8,93.5,82.1,86.4,54.3,80.6,Healthy,healthy
MSME00332,"Issac, Garg and Guha",Retail Trade,3,8.1,0,15.5,53.8,0.33,71738.0,0.86,21223.0,4,75.9,0.436,61.1,30.3,4.2,75.9,41.2,34.1,High-Risk,high_risk
MSME00333,"Bhatnagar, Tara and Murty",Food & Beverage,8,2.4,1,3.9,91.6,0.894,272122.0,1.65,188291.0,0,85.6,0.177,92.2,89.8,93.0,85.6,31.9,78.9,Healthy,healthy
MSME00334,Ratta Ltd,Retail Trade,3,7.5,0,0.2,94.3,0.915,379469.0,1.34,121285.0,0,90.4,0.057,96.5,94.0,67.3,90.4,50.8,80.7,Healthy,healthy
MSME00335,"Bajwa, Barad and Virk",Food & Beverage,5,13.4,0,0.8,94.4,0.977,408551.0,1.26,253379.0,1,92.9,0.255,96.1,98.4,80.2,92.9,62.5,90.6,Healthy,healthy
MSME00336,"Prashad, Shukla and Rege",Retail Trade,9,9.9,1,0.0,100.0,0.94,224929.0,1.03,280336.0,0,93.4,0.096,100.0,88.3,80.6,93.4,56.8,89.1,Healthy,healthy
MSME00337,Pingle Group,IT/Services,5,8.6,0,24.7,55.4,0.351,136204.0,0.66,5088.0,2,44.7,0.552,55.5,38.2,4.9,44.7,39.2,34.1,High-Risk,high_risk
MSME00338,Edwin Group,Auto Services,7,10.3,0,9.4,80.8,0.71,228436.0,0.85,38795.0,2,80.2,0.232,81.7,72.6,20.0,80.2,53.9,64.7,Moderate,moderate
MSME00339,Sehgal-Bala,Retail Trade,7,12.0,1,4.5,83.0,0.733,309219.0,0.98,50896.0,3,79.8,0.161,86.6,81.3,21.6,79.8,61.2,67.9,Moderate,moderate
MSME00340,Om LLC,Textiles,10,7.8,0,0.3,100.0,0.981,718751.0,1.56,222463.0,0,94.0,0.103,99.7,98.7,91.3,94.0,50.3,93.0,Healthy,healthy
MSME00341,"Kashyap, Deep and Lad",Construction Materials,11,12.5,0,11.7,75.7,0.685,349629.0,0.86,62586.0,2,75.2,0.542,77.0,78.0,28.1,75.2,51.2,62.5,Moderate,moderate
MSME00342,"Soman, Kade and Pai",Auto Services,14,3.2,0,14.5,78.8,0.788,330147.0,1.09,52233.0,3,80.5,0.148,76.8,85.2,24.2,80.5,35.2,63.5,Moderate,moderate
MSME00343,Gill-Kant,Agri-processing,3,3.7,0,6.6,95.4,0.854,657946.0,1.39,250968.0,0,84.4,0.169,92.5,89.8,87.8,84.4,36.0,85.6,Healthy,healthy
MSME00344,"Apte, Loyal and Shroff",Retail Trade,4,3.3,0,11.2,79.8,0.64,266691.0,1.15,75144.0,1,78.7,0.226,79.9,71.5,43.1,78.7,33.1,60.4,Moderate,moderate
MSME00345,"Badami, Dugar and Comar",Food & Beverage,3,13.4,0,0.9,95.9,0.872,471881.0,1.34,119469.0,0,90.6,0.244,96.9,91.0,66.5,90.6,62.9,80.4,Healthy,healthy
MSME00346,Garg PLC,Retail Trade,17,13.6,0,19.0,76.3,0.695,230492.0,1.18,24804.0,0,74.7,0.287,72.2,71.7,31.8,74.7,62.2,59.2,Moderate,moderate
MSME00347,"Shankar, Oak and Rao",Agri-processing,1,11.5,0,8.8,71.7,0.804,283051.0,1.21,78706.0,1,77.6,0.274,76.7,84.6,45.4,77.6,56.3,69.5,Moderate,moderate
MSME00348,Sane-Roy,Construction Materials,5,11.8,0,0.0,93.4,0.983,603005.0,1.2,231264.0,0,98.0,0.188,96.1,98.8,83.9,98.0,59.8,95.7,Healthy,healthy
MSME00349,Rattan Group,Manufacturing,1,14.0,1,2.4,100.0,1.0,449187.0,1.51,133694.0,0,91.9,0.207,98.3,100.0,74.7,91.9,65.8,93.6,Healthy,healthy
MSME00350,"Dhingra, Prashad and Shah",Textiles,5,14.1,0,11.1,88.2,0.658,104948.0,0.94,29903.0,0,85.7,0.324,84.9,56.6,28.8,85.7,62.6,60.3,Moderate,moderate
MSME00351,Setty-Jani,Textiles,5,5.2,0,8.9,81.6,0.59,148604.0,1.1,54980.0,1,76.3,0.333,82.5,56.1,35.4,76.3,35.6,55.7,Moderate,moderate
MSME00352,Kamdar Inc,Manufacturing,10,8.1,1,21.0,54.3,0.394,55607.0,0.88,4399.0,4,53.2,0.446,57.5,33.1,0.0,53.2,40.9,37.9,High-Risk,high_risk
MSME00353,Khurana-Sachdev,Retail Trade,5,13.4,0,4.8,89.3,0.778,229270.0,1.11,61157.0,0,75.3,0.375,90.1,77.4,42.5,75.3,59.0,70.1,Healthy,moderate
MSME00354,Boase Group,Auto Services,14,6.0,1,5.0,96.1,1.0,299423.0,1.38,109710.0,0,89.0,0.234,94.1,99.9,64.1,89.0,41.0,80.3,Healthy,healthy
MSME00355,"Dara, Patel and Wable",Food & Beverage,11,4.7,0,1.8,93.0,0.838,610833.0,1.2,301655.0,0,94.0,0.213,94.5,88.6,84.1,94.0,37.7,85.2,Healthy,healthy
MSME00356,Subramanian-Setty,Retail Trade,4,1.0,1,6.5,73.7,0.692,248446.0,0.98,56813.0,0,80.1,0.307,79.5,73.3,38.6,80.1,23.8,59.5,Moderate,moderate
MSME00357,"Rana, Maharaj and Zacharia",Agri-processing,14,10.0,1,0.0,97.4,0.908,717668.0,1.3,248131.0,1,94.7,0.078,98.4,93.6,81.0,94.7,57.6,84.7,Healthy,healthy
MSME00358,Arya LLC,Agri-processing,4,13.2,1,3.7,91.4,0.645,136220.0,1.23,75847.0,1,83.4,0.425,92.2,58.8,44.9,83.4,56.8,66.7,Moderate,moderate
MSME00359,Khosla Inc,Agri-processing,9,13.7,1,19.1,39.2,0.569,87296.0,1.04,20498.0,5,32.0,0.324,49.8,48.6,2.6,32.0,61.4,40.5,High-Risk,high_risk
MSME00360,Srinivas Ltd,Textiles,2,12.7,1,3.5,91.8,0.869,115414.0,1.24,58016.0,0,76.0,0.493,92.5,72.4,44.1,76.0,53.3,63.4,Moderate,moderate
MSME00361,"Nayak, Ramesh and Narayan",Textiles,5,6.1,0,7.7,100.0,0.859,367504.0,1.37,192448.0,0,92.3,0.106,94.5,90.1,87.4,92.3,45.1,81.0,Healthy,healthy
MSME00362,Dhar-Gole,Food & Beverage,1,12.1,1,10.6,75.3,0.823,313946.0,1.05,100593.0,0,56.1,0.26,77.5,87.6,54.5,56.1,58.5,70.2,Healthy,moderate
MSME00363,Patla-Pandey,Food & Beverage,3,14.6,1,10.2,71.1,0.629,146968.0,1.08,46924.0,0,77.0,0.247,75.4,58.8,37.3,77.0,66.4,64.6,Moderate,moderate
MSME00364,Deo and Sons,Textiles,2,7.9,0,5.6,75.7,0.544,345079.0,0.89,39897.0,3,72.3,0.272,81.3,68.1,16.1,72.3,45.5,57.2,Moderate,moderate
MSME00365,Om PLC,Food & Beverage,11,4.3,0,15.8,58.4,0.498,75323.0,0.83,5229.0,1,21.5,0.606,63.7,42.4,13.4,21.5,24.7,39.2,High-Risk,high_risk
MSME00366,Suresh-Chanda,Food & Beverage,2,11.8,0,3.4,100.0,0.886,517720.0,1.4,134767.0,0,90.4,0.163,97.6,92.0,72.9,90.4,60.5,83.5,Healthy,healthy
MSME00367,"Srinivas, Natt and Bahri",Agri-processing,3,11.2,0,13.8,49.9,0.376,98628.0,0.75,19933.0,6,41.8,0.445,60.0,36.2,0.0,41.8,50.3,37.3,High-Risk,high_risk
MSME00368,"Mukhopadhyay, Sathe and Mittal",Construction Materials,8,3.8,0,25.7,46.8,0.554,154602.0,0.87,33818.0,3,27.6,0.633,49.6,54.3,13.6,27.6,22.4,34.4,High-Risk,high_risk
MSME00369,"Mangal, Basak and Kaul",Manufacturing,3,14.2,0,2.1,96.8,0.873,356712.0,1.37,289893.0,0,93.0,0.197,96.6,91.1,87.5,93.0,66.7,87.5,Healthy,healthy
MSME00370,Singh Group,Construction Materials,13,5.4,1,3.2,100.0,0.838,246937.0,1.36,55373.0,0,93.1,0.093,97.7,83.3,45.7,93.1,43.4,80.7,Healthy,healthy
MSME00371,Aurora Inc,Manufacturing,5,4.6,0,2.3,96.7,1.0,635404.0,1.16,209676.0,0,95.2,0.057,96.4,100.0,83.2,95.2,42.1,91.0,Healthy,healthy
MSME00372,Doshi PLC,IT/Services,5,14.7,0,4.2,95.2,0.82,638565.0,1.3,103986.0,0,95.8,0.222,94.1,87.4,60.7,95.8,67.4,83.9,Healthy,healthy
MSME00373,Munshi-Kunda,IT/Services,8,7.5,0,1.2,93.4,0.967,501917.0,1.43,177653.0,0,93.5,0.216,95.2,97.7,87.8,93.5,46.0,87.3,Healthy,healthy
MSME00374,Puri-Chander,Textiles,11,14.6,0,6.2,75.4,0.735,259554.0,1.04,15887.0,0,77.7,0.397,80.8,77.4,26.1,77.7,61.9,68.0,Moderate,moderate
MSME00375,Kaul Inc,IT/Services,20,4.9,0,2.9,92.1,0.859,293405.0,1.34,179753.0,1,100.0,0.217,93.2,89.5,81.7,100.0,38.2,90.4,Healthy,healthy
MSME00376,"Gaba, Narayan and Karnik",Food & Beverage,5,6.0,0,0.0,96.4,0.88,248200.0,1.21,210320.0,0,96.1,0.228,97.8,86.4,84.2,96.1,41.2,81.5,Healthy,healthy
MSME00377,Samra Inc,IT/Services,4,3.7,0,27.8,52.1,0.511,54491.0,0.69,22927.0,2,36.5,0.607,51.3,41.2,11.4,36.5,22.9,38.2,High-Risk,high_risk
MSME00378,Narain-Majumdar,Agri-processing,3,6.4,0,2.2,100.0,0.832,365383.0,1.19,170850.0,0,92.6,0.207,98.4,88.2,80.8,92.6,43.0,83.1,Healthy,healthy
MSME00379,Ben PLC,Auto Services,8,2.0,1,26.0,55.1,0.5,61940.0,0.91,8746.0,5,29.7,0.584,54.4,41.2,0.0,29.7,18.5,24.3,High-Risk,high_risk
MSME00380,Das LLC,Auto Services,3,10.7,0,2.4,92.9,0.923,599590.0,1.43,176013.0,0,92.6,0.125,94.0,94.6,87.2,92.6,58.4,90.7,Healthy,healthy
MSME00381,Sehgal PLC,Auto Services,6,12.1,0,1.1,94.0,0.854,415710.0,1.22,115263.0,0,91.4,0.227,95.7,89.8,62.8,91.4,59.5,81.6,Healthy,healthy
MSME00382,"Iyengar, Kant and Mohanty",Construction Materials,2,10.6,0,14.7,81.5,0.923,226152.0,1.25,14276.0,0,63.7,0.291,78.3,87.2,29.8,63.7,53.1,66.1,Moderate,moderate
MSME00383,Chaudhuri-Dewan,Manufacturing,5,10.2,0,10.1,65.6,0.582,207383.0,1.06,107610.0,3,75.6,0.319,72.1,61.5,42.1,75.6,51.0,59.2,Moderate,moderate
MSME00384,"Shankar, Manda and Viswanathan",IT/Services,2,3.4,1,27.6,43.0,0.264,5000.0,1.03,1000.0,5,71.5,0.432,45.9,19.0,0.0,71.5,27.2,31.6,High-Risk,high_risk
MSME00385,"Jhaveri, Pillai and Walia",IT/Services,2,10.7,0,11.7,76.3,0.62,236558.0,0.93,23266.0,0,69.1,0.405,77.4,67.0,26.3,69.1,50.0,53.2,Moderate,moderate
MSME00386,Bhakta-Mallick,Manufacturing,7,7.3,0,32.3,59.3,0.551,83243.0,0.77,30510.0,3,54.9,0.412,52.3,46.9,10.6,54.9,39.5,36.8,High-Risk,high_risk
MSME00387,Chanda Inc,Auto Services,17,14.5,0,3.8,93.9,0.895,742166.0,1.21,228662.0,0,100.0,0.128,93.6,92.7,84.3,100.0,69.7,86.7,Healthy,healthy
MSME00388,Misra LLC,Agri-processing,1,3.0,0,5.5,94.7,0.939,517088.0,1.25,238142.0,0,87.2,0.141,92.8,95.7,85.0,87.2,34.8,85.6,Healthy,healthy
MSME00389,"Khurana, Sant and Dhaliwal",Food & Beverage,3,8.9,0,26.4,60.4,0.406,12963.0,0.69,20096.0,4,50.6,0.551,57.3,29.7,0.6,50.6,40.2,33.2,High-Risk,high_risk
MSME00390,Kala LLC,Textiles,2,11.7,0,20.9,46.1,0.533,6593.0,0.92,13279.0,3,36.6,0.596,52.6,38.0,7.8,36.6,47.2,30.9,High-Risk,high_risk
MSME00391,Upadhyay and Sons,Agri-processing,6,3.3,0,8.1,61.0,0.625,90271.0,0.82,18753.0,5,38.2,0.615,70.8,52.8,0.0,38.2,21.5,37.9,High-Risk,high_risk
MSME00392,Issac LLC,Retail Trade,4,2.6,1,16.3,70.4,0.843,209981.0,1.09,94995.0,2,70.0,0.17,70.5,80.0,43.4,70.0,32.7,62.8,Moderate,moderate
MSME00393,Sani-Raju,IT/Services,8,8.1,0,3.0,95.0,0.835,300295.0,1.25,74914.0,0,90.9,0.199,94.9,88.4,49.9,90.9,48.3,75.2,Healthy,healthy
MSME00394,Kulkarni-Muni,Retail Trade,3,2.5,1,17.6,59.2,0.474,85806.0,0.87,11809.0,4,34.1,0.643,62.8,41.8,1.4,34.1,18.2,34.0,High-Risk,high_risk
MSME00395,Gopal Group,Auto Services,14,2.7,1,1.7,94.5,0.745,330254.0,1.05,177576.0,0,89.0,0.142,95.5,82.1,80.2,89.0,33.8,82.1,Healthy,healthy
MSME00396,Sem-Sagar,Manufacturing,6,10.4,0,18.9,66.3,0.514,5000.0,0.92,30581.0,8,46.8,0.581,66.2,36.5,0.0,46.8,43.8,35.0,High-Risk,high_risk
MSME00397,Brar Group,Auto Services,1,4.2,0,28.9,56.7,0.47,136533.0,0.95,12561.0,5,44.7,0.473,53.2,46.6,0.0,44.7,28.4,31.8,High-Risk,high_risk
MSME00398,Pandit LLC,Manufacturing,7,5.5,1,7.0,83.4,0.659,196191.0,1.09,11753.0,4,55.9,0.32,85.0,65.7,5.8,55.9,36.9,51.2,Moderate,moderate
MSME00399,Palla Group,Construction Materials,2,7.7,0,8.4,52.9,0.489,200155.0,0.82,17716.0,3,35.5,0.656,65.7,54.2,7.3,35.5,33.4,40.9,High-Risk,high_risk
MSME00400,Dasgupta PLC,IT/Services,6,0.8,1,11.3,36.8,0.566,63890.0,0.96,31418.0,1,66.0,0.355,53.9,46.0,24.6,66.0,21.7,41.1,High-Risk,high_risk
MSME00401,Basak-Shankar,Food & Beverage,10,13.4,0,2.2,92.3,0.79,765999.0,1.53,63269.0,1,93.9,0.267,93.8,85.3,46.6,93.9,62.2,73.5,Healthy,healthy
MSME00402,Butala-Randhawa,Textiles,1,5.9,0,18.3,37.8,0.501,5000.0,0.63,17972.0,4,39.8,0.549,49.4,35.6,0.0,39.8,31.2,27.0,High-Risk,high_risk
MSME00403,Saraf-Dua,Manufacturing,30,6.3,0,9.0,76.5,0.795,150514.0,1.26,29642.0,2,83.4,0.272,79.4,70.7,25.0,83.4,40.7,59.9,Moderate,moderate
MSME00404,Borde-Kannan,Agri-processing,2,5.2,1,22.3,34.7,0.483,169677.0,0.87,14488.0,9,64.4,0.453,44.8,50.8,0.0,64.4,32.0,35.2,High-Risk,high_risk
MSME00405,Balasubramanian LLC,Textiles,1,9.5,0,3.3,92.6,0.831,412780.0,1.26,263880.0,1,82.9,0.128,93.2,88.2,80.1,82.9,54.6,82.7,Healthy,healthy
MSME00406,"Ravi, Shere and Pathak",Construction Materials,2,6.6,0,22.2,45.3,0.337,85806.0,0.88,7932.0,2,37.2,0.415,51.2,32.2,10.3,37.2,37.4,32.6,High-Risk,high_risk
